Feature,Correlation
dennis,-0.002404012008403249
density,-7.84001486975171E-4
dent,-0.0013579719608438582
dental,-0.0013119215385158172
dented,-8.588332269309376E-4
dentist,-0.0015680749461160909
denton,0.010726131748850534
denver,-0.0011087624989792283
deny,0.00322273440636515
denying,-9.917012584517084E-4
departed,-9.917012584517084E-4
departing,-8.588332269309376E-4
department,0.0026041429945557843
departments,-0.0012145958963774527
departure,-0.0014025117020763493
depend,-0.001606803594003305
depended,-7.84001486975171E-4
dependent,-8.588332269309376E-4
depending,-0.0014025117020763493
depends,-2.445679941295064E-4
deploy,-0.0011087624989792283
deported,-7.84001486975171E-4
deposit,-0.001606803594003305
deposition,-8.588332269309376E-4
depot,-7.84001486975171E-4
depressed,0.0010091290969515428
depressing,-0.0015680749461160909
depression,-0.001051861245719923
deprived,-8.588332269309376E-4
depth,-0.0013579719608438582
depths,-0.0012145958963774527
deputies,-0.001051861245719923
deputy,-0.0018882642823354764
deranged,-7.84001486975171E-4
derek,-0.0015680749461160909
des,-8.588332269309376E-4
descend,-9.27648746263565E-4
descended,-8.588332269309376E-4
descending,-7.84001486975171E-4
descends,-0.0011628834778207966
descent,-7.84001486975171E-4
describe,-0.0021898248199442873
described,-0.001445680396069259
description,-0.0014875974070639613
desert,-0.002805435501063742
deserted,-0.0015283657247278082
deserter,-7.84001486975171E-4
deserve,-0.0014786236028901704
deserved,-0.0013579719608438582
deserves,-0.0019523032820335416
design,-0.001644620943519138
designed,-0.0018882642823354764
designer,-0.0011087624989792283
desire,3.0218697045226875E-4
desired,-7.84001486975171E-4
desires,-0.0014025117020763493
desk,-0.0024606370023370376
desks,-8.588332269309376E-4
desktop,-8.588332269309376E-4
desolate,-7.84001486975171E-4
despair,-0.001606803594003305
desperate,-3.752328619391934E-4
desperately,0.0012457533773569463
desperation,-0.0012145958963774527
despise,-8.588332269309376E-4
despite,-0.002132923474940684
dessert,-0.0014025117020763493
destined,-9.917012584517084E-4
destiny,-0.0021615612166290517
destroy,-0.0036951687722512443
destroyed,-0.001047851338738957
destroyer,-8.588332269309376E-4
destroying,-0.0013579719608438582
destroys,-7.84001486975171E-4
destruction,-0.001644620943519138
detachment,-8.588332269309376E-4
detail,-0.0019835481883708197
detailed,-7.84001486975171E-4
details,5.977288530322815E-4
detect,-9.917012584517084E-4
detected,-9.917012584517084E-4
detective,-0.004135399066259762
detectives,-0.0014025117020763493
detector,-0.0013119215385158172
detectors,-8.588332269309376E-4
detention,-0.0012641953586989781
determination,-0.0011628834778207966
determine,-0.0012145958963774527
determined,-0.0021615612166290517
detonate,-9.917012584517084E-4
detonation,-0.0014025117020763493
detonator,-8.588332269309376E-4
detroit,0.0030487904415905033
deuce,-0.0012641953586989781
devaney,-0.0023522923826701393
devastated,0.0036740356531766655
devastating,-7.84001486975171E-4
devastation,-7.84001486975171E-4
develop,-0.0013579719608438582
developed,0.002278670905191052
developing,0.0036740356531766655
development,0.0032392990570812665
developments,-7.84001486975171E-4
develops,-7.84001486975171E-4
device,-0.0021898248199442873
devices,-0.0015283657247278082
devil,-0.0014786236028901704
devils,-0.0016815884785703846
devious,-7.84001486975171E-4
devoted,-0.0011087624989792283
devotion,0.005801902198254598
dewey,-7.84001486975171E-4
dewitt,-9.27648746263565E-4
dex,-0.001051861245719923
di,-9.27648746263565E-4
diabetes,-8.588332269309376E-4
diabetic,-8.588332269309376E-4
dial,0.0021515319781821958
dialect,-7.84001486975171E-4
dialogue,-9.27648746263565E-4
dials,0.0036740356531766655
diamond,-0.0019523032820335416
diamonds,-0.0016815884785703846
diana,-0.0011628834778207966
diane,0.01015203341459942
diaper,-0.001644620943519138
diapers,0.0030487904415905033
dias,-8.588332269309376E-4
dice,-0.001644620943519138
dick,-0.0037448049703236487
dickhead,-0.0012641953586989781
dicks,-0.001445680396069259
dictation,-7.84001486975171E-4
dictionary,-0.0011628834778207966
did,-0.0025048706276921294
didn,-0.0012145958963774527
didnt,-0.005153210930243429
die,0.0030979147573708407
died,-0.003460529385746701
diego,-0.0013119215385158172
dies,-5.398551040271306E-4
diesel,-7.84001486975171E-4
diet,0.005743855844028071
dietrichson,-0.0025528988866283077
differ,-9.917012584517084E-4
difference,-0.0015749965306788678
differences,-0.0013579719608438582
different,0.0030183424449785595
differential,-8.588332269309376E-4
differently,-0.001445680396069259
difficult,-0.0019061598498390632
difficulties,-0.0011628834778207966
difficulty,-0.001644620943519138
diffuse,-7.84001486975171E-4
dig,-0.0015071341433228857
digest,-7.84001486975171E-4
digger,-7.84001486975171E-4
digging,-0.00201430887192669
digital,-0.001445680396069259
dignity,-0.0018554167201464764
digs,-0.00201430887192669
dildo,-7.84001486975171E-4
dilemma,-8.588332269309376E-4
dillon,-8.588332269309376E-4
dim,-0.0012145958963774527
dime,-0.002074463395634465
dimension,-0.0012145958963774527
dimensions,-9.27648746263565E-4
dimes,-8.588332269309376E-4
diminished,0.007178461843565956
din,-0.001051861245719923
dine,-0.001051861245719923
diner,-0.0022994110536629455
ding,-0.0013119215385158172
dining,-0.0012641953586989781
dinko,-9.27648746263565E-4
dinky,-8.588332269309376E-4
dinner,2.2248037365929429E-4
dinners,-0.0013579719608438582
dinosaur,0.004205506763433671
dinosaurs,0.007836570075009841
dint,-0.0013579719608438582
diogo,-7.84001486975171E-4
dip,-0.0013119215385158172
diploma,-8.588332269309376E-4
diplomat,-0.001051861245719923
diplomatic,-0.0013579719608438582
dipper,-9.917012584517084E-4
dipping,-7.84001486975171E-4
dips,-0.001051861245719923
dipshit,-9.917012584517084E-4
dire,-7.84001486975171E-4
direct,-0.0029130067677900664
directed,-0.0013119215385158172
direction,8.902074105216448E-4
directions,-0.0018554167201464764
directive,-8.588332269309376E-4
directly,-4.996536330697873E-4
director,-0.003195027544960717
directors,-0.0011087624989792283
directs,-7.84001486975171E-4
dirk,0.003925262173246959
dirt,-1.9949626607917496E-4
dirty,0.0021713406612832472
dis,-0.0015680749461160909
disable,-0.0011087624989792283
disabled,-7.84001486975171E-4
disagree,-0.0011087624989792283
disagreeable,-8.588332269309376E-4
disappear,8.454197524541524E-4
disappeared,-0.002670645982396667
disappearing,-0.0014875974070639613
disappears,-0.0028272766673376644
disappoint,-0.0015680749461160909
disappointed,5.356332140558831E-4
disappointing,-7.84001486975171E-4
disappointment,-0.0019523032820335416
disaster,-0.0017531879115482531
disbelief,0.001704082202981612
disc,-9.917012584517084E-4
discarded,-7.84001486975171E-4
discharge,-0.0013119215385158172
discharged,-7.84001486975171E-4
discipline,-0.0013119215385158172
disciplined,-9.27648746263565E-4
discomfort,-0.001051861245719923
disconnect,-0.0011087624989792283
discount,-8.588332269309376E-4
discover,0.001604751860621816
discovered,-0.002454643363636462
discovers,-7.84001486975171E-4
discovery,-0.0013579719608438582
discreet,-0.0013119215385158172
discreetly,-0.0012641953586989781
discrepancy,-8.588332269309376E-4
discretion,-0.0011087624989792283
discrimination,-7.84001486975171E-4
discuss,-0.0031562791825725956
discussed,0.001807951879538796
discussing,-0.0013579719608438582
discussion,-0.002044607187941813
disease,-0.002404012008403249
diseased,-7.84001486975171E-4
diseases,-9.27648746263565E-4
disgrace,-0.0013119215385158172
disguise,-0.0015680749461160909
disguised,-7.84001486975171E-4
disgust,-0.001606803594003305
disgusted,-9.917012584517084E-4
disgusting,-0.002044607187941813
dish,-0.0017879133457823439
dishes,-0.0012641953586989781
dishonest,-9.917012584517084E-4
dishonor,-7.84001486975171E-4
disk,-0.001051861245719923
disks,-0.0014875974070639613
dislike,-7.84001486975171E-4
dislocated,-8.588332269309376E-4
dismiss,-8.588332269309376E-4
dismissed,0.0028727302089919097
dismisses,-7.84001486975171E-4
disorder,-0.0012641953586989781
dispatch,-0.0014875974070639613
dispatched,-7.84001486975171E-4
dispatches,-9.917012584517084E-4
disperse,-7.84001486975171E-4
display,8.63820077299694E-4
displaying,-7.84001486975171E-4
disposal,-0.0011087624989792283
dispose,-8.588332269309376E-4
disposed,-8.588332269309376E-4
disposition,-7.84001486975171E-4
dispute,-7.84001486975171E-4
disregard,-8.588332269309376E-4
disrespect,-0.001051861245719923
disrupt,-7.84001486975171E-4
disrupted,-8.588332269309376E-4
dissatisfied,-7.84001486975171E-4
dissolution,-7.84001486975171E-4
dissolve,-0.0011087624989792283
dissolves,-7.84001486975171E-4
distance,-0.001618597823256698
distant,-0.0019835481883708197
distaste,-7.84001486975171E-4
distinct,-0.0012641953586989781
distinction,-9.27648746263565E-4
distinctly,-8.588332269309376E-4
distinguish,-7.84001486975171E-4
distinguished,-0.0011087624989792283
distorted,0.007178461843565956
distract,-0.0011087624989792283
distracted,-0.001644620943519138
distraction,-0.0011087624989792283
distraught,-9.917012584517084E-4
distress,-0.001445680396069259
distressed,-8.588332269309376E-4
distribution,-7.84001486975171E-4
district,-0.0025528988866283077
distrust,-9.27648746263565E-4
disturb,-0.0017879133457823439
disturbance,-9.917012584517084E-4
disturbed,0.006799252865519365
disturbing,-0.0015680749461160909
ditch,7.944229027470261E-4
ditched,0.004883081152756485
ditches,-7.84001486975171E-4
diva,-7.84001486975171E-4
dive,-0.0017531879115482531
diversion,-0.001051861245719923
diverted,-7.84001486975171E-4
dives,0.007284641794502799
divide,-0.001051861245719923
divided,-8.588332269309376E-4
divine,-0.0015680749461160909
diving,-0.0014025117020763493
division,-0.0021898248199442873
divisions,-7.84001486975171E-4
divorce,-8.055673506473426E-4
divorced,0.002956666323640305
dixie,-9.27648746263565E-4
diz,-0.0013579719608438582
dizzy,0.00555136284819084
dj,-8.588332269309376E-4
dmitri,-0.0015283657247278082
dmv,-7.84001486975171E-4
dna,-0.001445680396069259
do,-0.00434412445120618
doc,-0.0035766805367150453
dock,0.0010091290969515428
docks,-9.917012584517084E-4
doctor,-0.004063322717032521
doctors,2.7353551556750757E-4
document,-0.0015680749461160909
documentary,-0.001051861245719923
documents,-0.0015680749461160909
dodge,-8.588332269309376E-4
dodges,-0.0011628834778207966
doe,-9.27648746263565E-4
does,0.0032633925969734134
doesnt,0.006026310244274066
dog,0.005315432443851629
doggie,-9.27648746263565E-4
doggy,-8.588332269309376E-4
dogs,8.92732540981708E-4
doin,0.0036535009738114417
doing,-0.0014974728202342728
doll,0.004874566687679147
dollar,0.0015373881488654007
dollars,-0.0030025941887696275
dolls,0.0028727302089919097
dolly,0.005801902198254598
dolores,-0.0012145958963774527
dom,-0.0014875974070639613
dome,-8.588332269309376E-4
domestic,-0.0011087624989792283
dominant,-8.588332269309376E-4
domingo,-7.84001486975171E-4
dominic,-7.84001486975171E-4
dominick,-9.917012584517084E-4
dominion,-7.84001486975171E-4
domino,-9.27648746263565E-4
don,-0.0035246839398338165
donald,-0.0014025117020763493
donatello,-8.588332269309376E-4
donation,-9.917012584517084E-4
donde,-9.27648746263565E-4
done,-0.006782751092555279
dong,-9.917012584517084E-4
donkey,-0.0011628834778207966
donnie,-0.003937114172092063
donnies,-0.0011628834778207966
donny,-8.588332269309376E-4
dons,-7.84001486975171E-4
dont,-6.858144488532088E-4
dontcha,-0.0011087624989792283
donut,-0.0015283657247278082
donuts,-0.0014875974070639613
dooku,-0.0012641953586989781
doom,-0.001606803594003305
doomed,-0.0014025117020763493
door,-1.3494201245006432E-4
doorbell,0.010726131748850534
doork,-0.001644620943519138
doorknob,-8.588332269309376E-4
doorman,0.012531453142795294
doors,-0.001458707977066383
doorstep,-0.0011628834778207966
doorway,0.0033204843089201857
dope,-0.0015071341433228857
doreen,-0.0011087624989792283
dorf,-8.588332269309376E-4
dorfman,-8.588332269309376E-4
dorian,-0.001445680396069259
doris,0.002709156185251966
dorm,0.004205506763433671
dorothy,0.02019358039289567
dorry,-0.0013579719608438582
dos,-7.84001486975171E-4
dose,-9.917012584517084E-4
dossier,-8.588332269309376E-4
dost,0.015140925174081957
dot,0.002709156185251966
doth,0.005303236503572925
dottie,-9.27648746263565E-4
double,0.0032125603550433065
double-crossing,-9.27648746263565E-4
doubled,-7.84001486975171E-4
doubles,-8.588332269309376E-4
doubt,-0.0029363829405506976
doubted,-0.001051861245719923
doubtful,-0.001051861245719923
doubts,-0.001606803594003305
doug,-0.0021038963168498615
dough,-0.0014025117020763493
douglas,-0.0012641953586989781
dow,-9.27648746263565E-4
down,-0.009833646694332236
downed,-9.27648746263565E-4
downs,-0.0014025117020763493
downstairs,-0.0034362793412731473
downtown,-0.0026935786472628166
downward,-8.588332269309376E-4
doyle,-0.002670645982396667
dozen,-0.0027388688137864412
dozens,-0.0014875974070639613
dr,-0.001644620943519138
dr.,0.003820378174376794
dracula,-9.27648746263565E-4
draft,-0.0013119215385158172
drag,0.0012719496656222627
dragged,-0.00201430887192669
dragging,0.0019168008911183009
dragon,-0.00201430887192669
drags,0.001164151859281777
drain,-0.001644620943519138
drained,-9.27648746263565E-4
draining,-8.588332269309376E-4
drains,-0.0011087624989792283
drama,-0.0014875974070639613
dramatic,-0.0016815884785703846
dramatically,-9.27648746263565E-4
drank,-0.0018882642823354764
draped,-0.001051861245719923
drapes,-0.001051861245719923
draw,-9.119833548691982E-4
drawer,4.7511246480254614E-4
drawers,-0.0013119215385158172
drawing,0.0026330728751319202
drawings,-0.0013119215385158172
drawn,0.0035128069038903027
draws,-0.0022994110536629455
dread,-0.001445680396069259
dreadful,-0.0013579719608438582
dream,0.00215520549791711
dreamed,-0.0015680749461160909
dreamer,-0.0011628834778207966
dreaming,0.0027109649289998963
dreams,0.00443921189204663
dreamt,-7.84001486975171E-4
drenched,-0.0011087624989792283
dress,0.0039033006686584235
dressed,0.0021104410468104212
dresser,-0.0011628834778207966
dresses,0.00452163545779283
dressing,-0.0015680749461160909
drew,-0.002429459432989939
drews,-8.588332269309376E-4
dribble,-8.588332269309376E-4
dried,-0.0015680749461160909
dries,-7.84001486975171E-4
drift,-0.0013579719608438582
drifting,-0.0012641953586989781
drifts,-9.27648746263565E-4
drill,-0.0019205505199999051
drills,0.007178461843565956
drina,-8.588332269309376E-4
drink,-0.0011527563672093118
drinker,-8.588332269309376E-4
drinkin,-0.0011628834778207966
drinking,0.001456040446208979
drinks,-0.0034541408381552163
drip,0.005303236503572925
dripping,-9.917012584517084E-4
drive,-6.72188195003868E-4
drive-in,-7.84001486975171E-4
driven,0.0010853413502287818
driver,0.0012213372298724874
drivers,-5.794574502382274E-4
drives,9.816193546705939E-4
driveway,-0.0017177610659257223
drivin,0.0036740356531766655
driving,1.2774321730119948E-4
droid,-7.84001486975171E-4
droids,-0.0014025117020763493
drone,0.007178461843565956
drooling,-0.0012145958963774527
drop,-0.0035527151487536753
dropped,-0.0015633700157776898
droppin,-7.84001486975171E-4
dropping,0.002956666323640305
drops,-0.0028608028122807713
drove,-4.173658881253492E-4
drown,0.001807951879538796
drowned,-0.0014875974070639613
drowning,0.010376168271794552
drowns,-8.588332269309376E-4
drucker,-7.84001486975171E-4
drug,-0.001591107111132845
drugged,-8.588332269309376E-4
drugs,-0.004045086994912558
drugstore,-9.917012584517084E-4
druid,-9.917012584517084E-4
druids,0.007178461843565956
drum,0.0032392990570812665
drummond,-0.001051861245719923
drunk,0.0024976639202049823
drunken,-0.0012641953586989781
drunks,-9.27648746263565E-4
dry,-0.0012711150176526677
ds,0.007178461843565956
dst,-0.001051861245719923
du,-9.27648746263565E-4
duane,-9.917012584517084E-4
dubai,-8.588332269309376E-4
dubious,0.00452163545779283
dublin,-0.001445680396069259
duck,-0.0021615612166290517
ducking,-8.588332269309376E-4
ducks,9.353411579363542E-4
duct,0.00452163545779283
ducts,-7.84001486975171E-4
dud,-8.588332269309376E-4
dude,4.945752988344793E-4
dudes,0.002031133682755111
dudley,-0.0018554167201464764
due,0.0015350594931600875
duel,-0.0011087624989792283
dues,-8.588332269309376E-4
duffy,-0.0018219774740905396
dug,-0.0015680749461160909
dugan,-0.0013579719608438582
duh,0.006409890313180304
duke,-0.004519599802901844
dukes,-0.0018219774740905396
dulaney,-0.0014875974070639613
dull,-0.001644620943519138
duly,-8.588332269309376E-4
dumb,-4.3951024949578525E-4
dumbarton,-7.84001486975171E-4
dumbass,-0.0011628834778207966
dumbfounded,0.005303236503572925
dummy,0.0034466914947370282
dumont,-9.917012584517084E-4
dump,-0.002805435501063742
dumped,-0.0018882642823354764
dumping,-9.917012584517084E-4
dumps,-0.0014025117020763493
dumpster,-0.001644620943519138
duncan,-0.0022177285894637087
duncans,-9.917012584517084E-4
dungeon,-9.27648746263565E-4
dunk,-0.001051861245719923
dunn,-9.27648746263565E-4
dunne,-8.588332269309376E-4
dunno,0.003890545763162852
dunwitty,-0.0012641953586989781
duplicate,-7.84001486975171E-4
during,-0.0026850695010423834
dusk,-7.84001486975171E-4
dust,-0.002429459432989939
dusted,-8.588332269309376E-4
dusty,-0.0012641953586989781
dutch,-0.0025286925071460217
duties,-0.0012145958963774527
duty,-0.004075412655226338
dvd,-9.27648746263565E-4
dwarf,-0.001606803594003305
dwarves,-0.0013119215385158172
dwell,0.004205506763433671
dwight,0.0012595276865501332
dwights,0.0032392990570812665
dya,-9.917012584517084E-4
dye,0.005801902198254598
dyed,-8.588332269309376E-4
dyin,-0.0014025117020763493
dying,0.0010411119762361901
dynamite,0.002709156185251966
dyou,-0.002044607187941813
e,0.0010411119762361901
e-mail,0.0032392990570812665
e.,-0.0017177610659257223
e.l.c.,-9.917012584517084E-4
each,-0.00496834269951538
eady,-8.588332269309376E-4
eager,0.004874566687679147
eagerly,-0.0012641953586989781
eagle,-0.0021898248199442873
eagles,-0.0011087624989792283
ear,0.003721635543604109
earl,-0.001881058822088757
earlier,-5.794574502382274E-4
earliest,-8.588332269309376E-4
early,-0.00266108267143878
earn,-0.0018882642823354764
earned,-0.0017177610659257223
earnest,-9.27648746263565E-4
earning,-9.27648746263565E-4
earpiece,0.006409890313180304
ears,-0.0018045659450422937
earth,-0.004060643099031224
earthly,-8.588332269309376E-4
earthquake,0.0034466914947370282
earthquakes,-8.588332269309376E-4
earths,-0.0011628834778207966
ease,-0.0023522923826701393
eases,-0.0013579719608438582
easier,-0.0011134213643726855
easiest,-0.0011628834778207966
easily,-2.8886154116359225E-4
east,-0.0035938459814617474
easter,-0.0013119215385158172
eastern,0.002031133682755111
eastman,-9.27648746263565E-4
easy,-0.002583280140479746
eat,-0.0028749507894159742
eaten,-0.0022994110536629455
eatin,0.0030487904415905033
eating,0.003589520800425807
eats,0.0012457533773569463
eau,-7.84001486975171E-4
eavesdropping,0.007178461843565956
ec,0.007178461843565956
echo,0.003925262173246959
echoes,-9.917012584517084E-4
echoing,-9.27648746263565E-4
economic,-0.001051861245719923
economics,-9.27648746263565E-4
economy,-0.0011087624989792283
ed,-0.002454643363636462
eddie,-0.0036784749467446212
eddies,-8.588332269309376E-4
edgar,0.002031133682755111
edge,-1.1767827363455887E-4
edges,-0.0011087624989792283
edgy,-7.84001486975171E-4
edison,-7.84001486975171E-4
edited,-7.84001486975171E-4
edition,-0.0013579719608438582
editor,-0.0014025117020763493
editorial,-9.917012584517084E-4
edmund,-0.001606803594003305
edna,-0.0022994110536629455
eduard,-0.0019835481883708197
eduardo,-9.27648746263565E-4
educate,-7.84001486975171E-4
educated,-0.0013579719608438582
education,-0.0019835481883708197
educational,-7.84001486975171E-4
edward,-4.085831991183552E-4
edwards,0.0034466914947370282
ee,0.005801902198254598
eels,-7.84001486975171E-4
eerie,-9.27648746263565E-4
eerily,-0.001051861245719923
effect,-0.0021898248199442873
effective,-0.0013119215385158172
effects,-0.0017879133457823439
efficiency,-8.588332269309376E-4
efficient,-0.0011628834778207966
effort,-0.002454643363636462
effortlessly,-8.588332269309376E-4
efforts,-0.0012641953586989781
egan,-7.84001486975171E-4
egelhoffer,-7.84001486975171E-4
egg,-0.002044607187941813
eggs,-0.002805435501063742
ego,-0.001445680396069259
egos,-7.84001486975171E-4
egypt,-0.0013579719608438582
egyptian,-0.001051861245719923
eh,-0.004745632417644747
eight,-0.002677096749394367
eight-hundred,-7.84001486975171E-4
eight-o-six,-9.917012584517084E-4
eighteen,-0.002670645982396667
eighth,-0.0018882642823354764
eighties,0.006409890313180304
eighty,-0.0018219774740905396
eileen,0.006409890313180304
einstein,0.003925262173246959
eirie,-9.27648746263565E-4
either,-0.0013234670826415501
el,-0.0028918121309522604
elaborate,0.002709156185251966
elaine,-0.003097249663298543
elbow,-0.0018554167201464764
elbows,-0.0011628834778207966
elder,0.005303236503572925
elderly,-0.0012145958963774527
eldridge,-7.84001486975171E-4
elect,-7.84001486975171E-4
elected,-0.0019835481883708197
election,-0.0017177610659257223
elections,-0.0011087624989792283
electric,8.63820077299694E-4
electrical,0.0019168008911183009
electricity,-0.001445680396069259
electromagnetic,-8.588332269309376E-4
electronic,-0.0012641953586989781
elegant,-0.0011628834778207966
element,-0.0011087624989792283
elemental,-0.001051861245719923
elementary,-8.588332269309376E-4
elements,0.0025564667664717895
elephant,0.0014182114808193173
elephants,0.007500092585240985
elevated,-9.27648746263565E-4
elevator,-0.003382130260481155
elevators,-0.0015283657247278082
eleven,-0.0017525384689548306
eleventh,-8.588332269309376E-4
elf,-0.0014875974070639613
eli,-0.0014025117020763493
elias,-0.0014025117020763493
elijah,-0.0022177285894637087
eliminate,-0.0013579719608438582
eliminated,-7.84001486975171E-4
elinsky,-9.27648746263565E-4
elite,-0.0011628834778207966
elizabeth,-0.0026935786472628166
elk,-0.0011628834778207966
ell,0.004883081152756485
ellie,-0.0011087624989792283
elliot,-9.917012584517084E-4
ellis,-0.0018554167201464764
elrond,-9.917012584517084E-4
else,-0.007270985322815212
elses,0.002031133682755111
elsewhere,-0.0012145958963774527
elton,-8.588332269309376E-4
elves,-0.0015680749461160909
elvira,-0.0011628834778207966
elvis,-0.0012145958963774527
elvish,-0.0013579719608438582
elwell,-8.588332269309376E-4
em,0.01524436241822664
embankment,0.005303236503572925
embarrass,-0.001445680396069259
embarrassed,-0.0029549407786457673
embarrassing,0.001704082202981612
embarrassment,0.00452163545779283
embassies,-8.588332269309376E-4
embassy,-0.0014875974070639613
emblem,-7.84001486975171E-4
embrace,-0.002074463395634465
embraces,-0.0013119215385158172
emerald,0.028622850746622054
emerge,0.0028727302089919097
emerged,0.007178461843565956
emergency,-0.0034895902178124993
emerges,5.977288530322815E-4
emerging,-8.588332269309376E-4
emil,-0.0014025117020763493
emilio,-0.001051861245719923
emily,-0.0019205505199999051
eminent,-7.84001486975171E-4
emits,-8.588332269309376E-4
emma,-0.0011628834778207966
emmett,-0.0013119215385158172
emotion,0.0035128069038903027
emotional,4.7511246480254614E-4
emotionally,-0.0012641953586989781
emotions,-0.0016815884785703846
emperor,-0.0021038963168498615
emphasis,-7.84001486975171E-4
empire,-0.001644620943519138
employ,-9.27648746263565E-4
employed,-0.001051861245719923
employee,-0.0018219774740905396
employees,-0.0013119215385158172
employer,-8.588332269309376E-4
employment,-0.0011087624989792283
empress,-0.0011087624989792283
emptied,-0.001051861245719923
empties,-0.0011087624989792283
emptiness,-9.917012584517084E-4
empty,0.004907342001805709
emptying,0.005801902198254598
ems,-8.588332269309376E-4
en,-0.0015283657247278082
encircle,-7.84001486975171E-4
enclosed,-8.588332269309376E-4
encounter,-0.0013119215385158172
encounters,-8.588332269309376E-4
encourage,-0.0011628834778207966
encouraged,-9.917012584517084E-4
encouragement,-9.917012584517084E-4
encourages,0.005801902198254598
encouraging,-7.84001486975171E-4
end,-0.003831316063875794
endangering,-7.84001486975171E-4
endeavor,-9.27648746263565E-4
ended,-3.3240702512538826E-4
ending,-0.0018219774740905396
endless,-0.0015680749461160909
endorsement,-0.0011628834778207966
endowed,-9.27648746263565E-4
ends,-0.003097249663298543
endure,-0.0012145958963774527
endured,-9.917012584517084E-4
enemies,-0.0022177285894637087
enemy,-0.002170369409483151
energy,-0.002647514967578566
enforcement,-0.001051861245719923
engage,-0.0012641953586989781
engaged,0.0043118519069375695
engagement,-0.001644620943519138
engaging,-9.27648746263565E-4
engine,0.0030110900481454058
engineer,-0.0013579719608438582
engineered,-7.84001486975171E-4
engineering,-0.0013579719608438582
engines,-0.00201430887192669
england,2.3611051377419318E-4
englands,-8.588332269309376E-4
english,0.0019958136544784818
englishman,-0.0011087624989792283
enhance,-7.84001486975171E-4
enhanced,-8.588332269309376E-4
enjoy,-0.002822448677619971
enjoyable,-7.84001486975171E-4
enjoyed,-0.0018554167201464764
enjoying,-0.0021615612166290517
enjoys,-0.001051861245719923
enlighten,-9.27648746263565E-4
enlist,-7.84001486975171E-4
enormous,-0.0019835481883708197
enormously,-8.588332269309376E-4
enough,-0.0021938579493718776
enquirer,-0.001644620943519138
enraged,-7.84001486975171E-4
ensenada,-8.588332269309376E-4
ensign,-9.917012584517084E-4
ensues,-7.84001486975171E-4
ensure,-9.917012584517084E-4
enter,-0.0014498431337676989
entered,-0.002074463395634465
entering,0.0013303602125769426
enterprise,-0.0018554167201464764
enterprises,-0.0011628834778207966
enters,0.0024922161630154464
entertain,-0.001051861245719923
entertainer,-8.588332269309376E-4
entertaining,-9.27648746263565E-4
entertainment,-0.0018554167201464764
enthusiasm,-0.0012641953586989781
enthusiastic,-0.001051861245719923
entire,6.709756036137866E-5
entirely,-0.002479571828848026
entitled,-0.0013119215385158172
entourage,-8.588332269309376E-4
entrance,-5.92822865161328E-5
entrusted,-7.84001486975171E-4
entry,-0.0016815884785703846
envelope,-0.002404012008403249
envied,-7.84001486975171E-4
envious,-7.84001486975171E-4
environment,-0.0015680749461160909
envy,-0.0015283657247278082
episode,-0.0014025117020763493
episodes,-7.84001486975171E-4
epitaph,-7.84001486975171E-4
equal,-0.00201430887192669
equally,-0.0014025117020763493
equals,-0.0011087624989792283
equation,-0.001051861245719923
equipment,-1.0688843959143206E-4
equipped,-0.001445680396069259
equivalent,-7.84001486975171E-4
er,-0.001209058759508356
era,-9.917012584517084E-4
erase,-0.0012641953586989781
erased,-0.0012145958963774527
ere,-0.0012641953586989781
ergo,-7.84001486975171E-4
eric,-0.0028272766673376644
erlanger,-9.27648746263565E-4
ernie,-0.0014875974070639613
erotic,-9.917012584517084E-4
errand,-0.0011087624989792283
error,-0.0017879133457823439
erupt,-7.84001486975171E-4
erupts,-0.0011628834778207966
erv,-0.0011628834778207966
es,-0.00201430887192669
escalade,-0.0011628834778207966
escape,-0.0037117877208373822
escaped,-0.0026006366725066657
escapes,-0.0013119215385158172
escaping,-9.917012584517084E-4
escort,-0.002044607187941813
escorted,-8.588332269309376E-4
escorting,-9.27648746263565E-4
escorts,-8.588332269309376E-4
especially,-0.0010358014747628745
espionage,-8.588332269309376E-4
esposito,0.024188049789581566
espresso,-8.588332269309376E-4
essence,-0.0013119215385158172
essential,-0.0011628834778207966
essentially,-7.84001486975171E-4
essex,-9.27648746263565E-4
esta,-9.917012584517084E-4
establish,-0.0014875974070639613
established,-0.0012145958963774527
establishing,-7.84001486975171E-4
establishment,-9.917012584517084E-4
estate,-0.002074463395634465
estates,-0.0011628834778207966
esteem,-7.84001486975171E-4
estevez,-7.84001486975171E-4
esther,0.07028730830812706
esthers,0.03267362524179862
estimate,-0.0011087624989792283
estimates,-8.588332269309376E-4
estonia,-7.84001486975171E-4
et,-0.001445680396069259
eta,-8.588332269309376E-4
etc.,-0.0023260018424055423
eternal,-0.0014025117020763493
eternity,0.0015095749837545304
ether,0.009573897004670356
ethical,-9.917012584517084E-4
ethics,-0.0011628834778207966
ethnic,-7.84001486975171E-4
ettore,-0.001051861245719923
eugene,-0.0012145958963774527
eureka,-8.588332269309376E-4
europe,-6.948692747698923E-4
european,0.004205506763433671
euros,-8.588332269309376E-4
eva,-8.588332269309376E-4
evacuate,-0.0012641953586989781
evacuated,-7.84001486975171E-4
evacuation,-0.001051861245719923
evaluate,-7.84001486975171E-4
evan,-0.0017177610659257223
evans,0.005303236503572925
evasion,-8.588332269309376E-4
evasive,-7.84001486975171E-4
eve,-0.0022452859409609386
